respondent_id,h1n1_vaccine,seasonal_vaccine,xyz_vaccine
33888,0.5,0.48,0.18
33889,0.5,0.63,0.32
33890,0.5,0.37,0.21
33891,0.5,0.78,0.36
33892,0.5,0.65,0.31
33893,0.5,0.18,0.08
33894,0.5,0.86,0.83
33895,0.5,0.25,0.23
33896,0.5,0.71,0.14
33897,0.5,0.3,0.22
33898,0.5,0.44,0.19
33899,0.5,0.25,0.2
33900,0.5,0.15,0.16
33901,0.5,0.31,0.18
33902,0.5,0.65,0.14
33903,0.5,0.15,0.17
33904,0.5,0.79,0.4
33905,0.5,0.37,0.21
33906,0.5,0.59,0.42
33907,0.5,0.59,0.15
33908,0.5,0.15,0.13
33909,0.5,0.75,0.13
33910,0.5,0.59,0.52
33911,0.5,0.47,0.19
33912,0.5,0.05,0.07
33913,0.5,0.7,0.43
33914,0.5,0.24,0.11
33915,0.5,0.78,0.58
33916,0.5,0.5,0.47
33917,0.5,0.27,0.12
33918,0.5,0.29,0.25
33919,0.5,0.21,0.16
33920,0.5,0.69,0.64
33921,0.5,0.51,0.22
33922,0.5,0.49,0.23
33923,0.5,0.72,0.38
33924,0.5,0.36,0.21
33925,0.5,0.25,0.13
33926,0.5,0.55,0.11
33927,0.5,0.52,0.47
33928,0.5,0.05,0.03
33929,0.5,0.15,0.11
33930,0.5,0.7,0.51
33931,0.5,0.56,0.25
33932,0.5,0.24,0.17
33933,0.5,0.79,0.57
33934,0.5,0.75,0.43
33935,0.5,0.52,0.28
33936,0.5,0.63,0.09
33937,0.5,0.47,0.4
33938,0.5,0.8,0.38
33939,0.5,0.85,0.74
33940,0.5,0.09,0.14
33941,0.5,0.19,0.13
33942,0.5,0.1,0.03
33943,0.5,0.62,0.3
33944,0.5,0.33,0.2
33945,0.5,0.72,0.13
33946,0.5,0.76,0.22
33947,0.5,0.48,0.11
33948,0.5,0.17,0.03
33949,0.5,0.8,0.47
33950,0.5,0.11,0.08
33951,0.5,0.49,0.14
33952,0.5,0.13,0.04
33953,0.5,0.53,0.25
33954,0.5,0.9,0.74
33955,0.5,0.61,0.54
33956,0.5,0.19,0.13
33957,0.5,0.45,0.18
33958,0.5,0.16,0.14
33959,0.5,0.59,0.3
33960,0.5,0.23,0.19
33961,0.5,0.13,0.05
33962,0.5,0.68,0.35
33963,0.5,0.09,0.03
33964,0.5,0.44,0.12
33965,0.5,0.73,0.75
33966,0.5,0.76,0.74
33967,0.5,0.54,0.31
33968,0.5,0.67,0.34
33969,0.5,0.62,0.21
33970,0.5,0.52,0.28
33971,0.5,0.46,0.17
33972,0.5,0.74,0.3
33973,0.5,0.17,0.08
33974,0.5,0.08,0.1
33975,0.5,0.27,0.07
33976,0.5,0.25,0.23
33977,0.5,0.46,0.26
33978,0.5,0.22,0.29
33979,0.5,0.3,0.14
33980,0.5,0.11,0.07
33981,0.5,0.61,0.2
33982,0.5,0.53,0.2
33983,0.5,0.64,0.49
33984,0.5,0.36,0.26
33985,0.5,0.21,0.19
33986,0.5,0.2,0.14
33987,0.5,0.49,0.15
33988,0.5,0.53,0.27
33989,0.5,0.21,0.02
33990,0.5,0.8,0.17
33991,0.5,0.16,0.12
33992,0.5,0.17,0.16
33993,0.5,0.12,0.18
33994,0.5,0.11,0.04
33995,0.5,0.51,0.37
33996,0.5,0.6,0.27
33997,0.5,0.8,0.33
33998,0.5,0.41,0.4
33999,0.5,0.55,0.33
34000,0.5,0.76,0.19
34001,0.5,0.64,0.63
34002,0.5,0.76,0.17
34003,0.5,0.36,0.07
34004,0.5,0.91,0.88
34005,0.5,0.48,0.35
34006,0.5,0.27,0.17
34007,0.5,0.31,0.24
34008,0.5,0.59,0.14
34009,0.5,0.39,0.14
34010,0.5,0.25,0.1
34011,0.5,0.86,0.64
34012,0.5,0.37,0.17
34013,0.5,0.15,0.08
34014,0.5,0.88,0.29
34015,0.5,0.19,0.12
34016,0.5,0.18,0.18
34017,0.5,0.37,0.16
34018,0.5,0.37,0.43
34019,0.5,0.64,0.35
34020,0.5,0.63,0.13
34021,0.5,0.3,0.15
34022,0.5,0.85,0.39
34023,0.5,0.84,0.41
34024,0.5,0.3,0.12
34025,0.5,0.46,0.19
34026,0.5,0.66,0.13
34027,0.5,0.4,0.12
34028,0.5,0.55,0.23
34029,0.5,0.83,0.18
34030,0.5,0.64,0.11
34031,0.5,0.65,0.16
34032,0.5,0.72,0.25
34033,0.5,0.89,0.67
34034,0.5,0.45,0.1
34035,0.5,0.63,0.2
34036,0.5,0.76,0.62
34037,0.5,0.59,0.29
34038,0.5,0.11,0.06
34039,0.5,0.68,0.4
34040,0.5,0.43,0.43
34041,0.5,0.67,0.25
34042,0.5,0.86,0.79
34043,0.5,0.88,0.71
34044,0.5,0.34,0.2
34045,0.5,0.1,0.12
34046,0.5,0.14,0.02
34047,0.5,0.74,0.13
34048,0.5,0.59,0.37
34049,0.5,0.12,0.15
34050,0.5,0.39,0.29
34051,0.5,0.22,0.11
34052,0.5,0.24,0.18
34053,0.5,0.52,0.12
34054,0.5,0.32,0.44
34055,0.5,0.22,0.05
34056,0.5,0.79,0.18
34057,0.5,0.71,0.6
34058,0.5,0.32,0.14
34059,0.5,0.67,0.62
34060,0.5,0.62,0.3
34061,0.5,0.56,0.3
34062,0.5,0.71,0.23
34063,0.5,0.43,0.37
34064,0.5,0.81,0.46
34065,0.5,0.38,0.22
34066,0.5,0.51,0.17
34067,0.5,0.73,0.41
34068,0.5,0.11,0.17
34069,0.5,0.3,0.28
34070,0.5,0.2,0.08
34071,0.5,0.85,0.16
34072,0.5,0.46,0.26
34073,0.5,0.43,0.55
34074,0.5,0.75,0.1
34075,0.5,0.64,0.21
34076,0.5,0.22,0.11
34077,0.5,0.88,0.87
34078,0.5,0.07,0.07
34079,0.5,0.68,0.44
34080,0.5,0.23,0.29
34081,0.5,0.67,0.49
34082,0.5,0.3,0.29
34083,0.5,0.54,0.17
34084,0.5,0.38,0.1
34085,0.5,0.74,0.25
34086,0.5,0.3,0.14
34087,0.5,0.59,0.48
34088,0.5,0.2,0.08
34089,0.5,0.36,0.17
34090,0.5,0.25,0.29
34091,0.5,0.62,0.25
34092,0.5,0.27,0.08
34093,0.5,0.43,0.17
34094,0.5,0.56,0.19
34095,0.5,0.17,0.26
34096,0.5,0.21,0.14
34097,0.5,0.75,0.22
34098,0.5,0.22,0.09
34099,0.5,0.23,0.23
34100,0.5,0.45,0.42
34101,0.5,0.18,0.1
34102,0.5,0.19,0.1
34103,0.5,0.12,0.15
34104,0.5,0.24,0.14
34105,0.5,0.66,0.16
34106,0.5,0.58,0.48
34107,0.5,0.6,0.37
34108,0.5,0.19,0.14
34109,0.5,0.27,0.25
34110,0.5,0.15,0.08
34111,0.5,0.04,0.07
34112,0.5,0.26,0.18
34113,0.5,0.48,0.5
34114,0.5,0.15,0.17
34115,0.5,0.49,0.27
34116,0.5,0.54,0.41
34117,0.5,0.53,0.22
34118,0.5,0.32,0.09
34119,0.5,0.18,0.21
34120,0.5,0.1,0.1
34121,0.5,0.6,0.25
34122,0.5,0.75,0.52
34123,0.5,0.22,0.12
34124,0.5,0.8,0.44
34125,0.5,0.16,0.08
34126,0.5,0.34,0.18
34127,0.5,0.61,0.16
34128,0.5,0.47,0.24
34129,0.5,0.5,0.13
34130,0.5,0.82,0.46
34131,0.5,0.92,0.2
34132,0.5,0.13,0.14
34133,0.5,0.51,0.12
34134,0.5,0.75,0.37
34135,0.5,0.81,0.25
34136,0.5,0.37,0.16
34137,0.5,0.57,0.36
34138,0.5,0.64,0.5
34139,0.5,0.72,0.17
34140,0.5,0.44,0.2
34141,0.5,0.58,0.26
34142,0.5,0.64,0.41
34143,0.5,0.53,0.25
34144,0.5,0.74,0.63
34145,0.5,0.61,0.45
34146,0.5,0.68,0.59
34147,0.5,0.11,0.17
34148,0.5,0.83,0.2
34149,0.5,0.67,0.19
34150,0.5,0.88,0.26
34151,0.5,0.42,0.25
34152,0.5,0.77,0.12
34153,0.5,0.68,0.25
34154,0.5,0.29,0.1
34155,0.5,0.16,0.09
34156,0.5,0.27,0.18
34157,0.5,0.3,0.28
34158,0.5,0.72,0.08
34159,0.5,0.71,0.43
34160,0.5,0.29,0.21
34161,0.5,0.63,0.24
34162,0.5,0.28,0.27
34163,0.5,0.54,0.2
34164,0.5,0.25,0.14
34165,0.5,0.82,0.34
34166,0.5,0.64,0.12
34167,0.5,0.64,0.45
34168,0.5,0.29,0.33
34169,0.5,0.35,0.31
34170,0.5,0.7,0.51
34171,0.5,0.21,0.18
34172,0.5,0.32,0.17
34173,0.5,0.16,0.14
34174,0.5,0.23,0.06
34175,0.5,0.37,0.4
34176,0.5,0.23,0.1
34177,0.5,0.43,0.12
34178,0.5,0.17,0.15
34179,0.5,0.53,0.16
34180,0.5,0.18,0.11
34181,0.5,0.76,0.15
34182,0.5,0.44,0.32
34183,0.5,0.1,0.08
34184,0.5,0.56,0.15
34185,0.5,0.23,0.09
34186,0.5,0.35,0.17
34187,0.5,0.67,0.28
34188,0.5,0.41,0.25
34189,0.5,0.85,0.15
34190,0.5,0.39,0.31
34191,0.5,0.74,0.18
34192,0.5,0.79,0.25
34193,0.5,0.55,0.24
34194,0.5,0.12,0.16
34195,0.5,0.78,0.65
34196,0.5,0.16,0.11
34197,0.5,0.73,0.69
34198,0.5,0.53,0.25
34199,0.5,0.76,0.24
34200,0.5,0.51,0.2
34201,0.5,0.68,0.17
34202,0.5,0.75,0.18
34203,0.5,0.44,0.2
34204,0.5,0.79,0.19
34205,0.5,0.77,0.66
34206,0.5,0.55,0.13
34207,0.5,0.28,0.24
34208,0.5,0.29,0.35
34209,0.5,0.45,0.21
34210,0.5,0.79,0.67
34211,0.5,0.41,0.31
34212,0.5,0.4,0.19
34213,0.5,0.68,0.24
34214,0.5,0.72,0.6
34215,0.5,0.25,0.12
34216,0.5,0.86,0.28
34217,0.5,0.58,0.09
34218,0.5,0.7,0.2
34219,0.5,0.64,0.19
34220,0.5,0.63,0.28
34221,0.5,0.8,0.15
34222,0.5,0.66,0.58
34223,0.5,0.89,0.11
34224,0.5,0.62,0.12
34225,0.5,0.71,0.2
34226,0.5,0.16,0.05
34227,0.5,0.24,0.1
34228,0.5,0.17,0.16
34229,0.5,0.52,0.21
34230,0.5,0.41,0.21
34231,0.5,0.44,0.12
34232,0.5,0.91,0.22
34233,0.5,0.2,0.29
34234,0.5,0.81,0.63
34235,0.5,0.51,0.47
34236,0.5,0.18,0.06
34237,0.5,0.35,0.37
34238,0.5,0.45,0.2
34239,0.5,0.37,0.14
34240,0.5,0.12,0.05
34241,0.5,0.38,0.21
34242,0.5,0.34,0.29
34243,0.5,0.2,0.19
34244,0.5,0.78,0.39
34245,0.5,0.71,0.65
34246,0.5,0.63,0.08
34247,0.5,0.22,0.11
34248,0.5,0.77,0.19
34249,0.5,0.25,0.12
34250,0.5,0.58,0.35
34251,0.5,0.21,0.14
34252,0.5,0.86,0.84
34253,0.5,0.15,0.1
34254,0.5,0.58,0.23
34255,0.5,0.29,0.17
34256,0.5,0.56,0.24
34257,0.5,0.22,0.28
34258,0.5,0.34,0.11
34259,0.5,0.08,0.06
34260,0.5,0.2,0.3
34261,0.5,0.08,0.08
34262,0.5,0.76,0.59
34263,0.5,0.21,0.32
34264,0.5,0.2,0.11
34265,0.5,0.14,0.16
34266,0.5,0.59,0.51
34267,0.5,0.87,0.78
34268,0.5,0.11,0.04
34269,0.5,0.17,0.15
34270,0.5,0.39,0.16
34271,0.5,0.32,0.05
34272,0.5,0.14,0.07
34273,0.5,0.48,0.17
34274,0.5,0.4,0.12
34275,0.5,0.78,0.76
34276,0.5,0.65,0.55
34277,0.5,0.64,0.37
34278,0.5,0.26,0.3
34279,0.5,0.25,0.13
34280,0.5,0.2,0.13
34281,0.5,0.36,0.21
34282,0.5,0.66,0.46
34283,0.5,0.67,0.49
34284,0.5,0.49,0.17
34285,0.5,0.18,0.13
34286,0.5,0.54,0.23
34287,0.5,0.41,0.24
34288,0.5,0.72,0.32
34289,0.5,0.36,0.12
34290,0.5,0.84,0.66
34291,0.5,0.82,0.11
34292,0.5,0.41,0.07
34293,0.5,0.43,0.31
34294,0.5,0.32,0.12
34295,0.5,0.29,0.14
34296,0.5,0.37,0.21
34297,0.5,0.85,0.65
34298,0.5,0.46,0.17
34299,0.5,0.17,0.08
34300,0.5,0.18,0.26
34301,0.5,0.53,0.21
34302,0.5,0.59,0.36
34303,0.5,0.41,0.22
34304,0.5,0.1,0.05
34305,0.5,0.23,0.16
34306,0.5,0.39,0.19
34307,0.5,0.17,0.3
34308,0.5,0.26,0.08
34309,0.5,0.2,0.1
34310,0.5,0.18,0.09
34311,0.5,0.4,0.05
34312,0.5,0.13,0.13
34313,0.5,0.69,0.47
34314,0.5,0.2,0.24
34315,0.5,0.36,0.18
34316,0.5,0.78,0.5
34317,0.5,0.82,0.14
34318,0.5,0.76,0.46
34319,0.5,0.68,0.46
34320,0.5,0.62,0.15
34321,0.5,0.5,0.21
34322,0.5,0.33,0.09
34323,0.5,0.3,0.21
34324,0.5,0.6,0.44
34325,0.5,0.31,0.11
34326,0.5,0.4,0.23
34327,0.5,0.82,0.61
34328,0.5,0.3,0.26
34329,0.5,0.59,0.12
34330,0.5,0.81,0.59
34331,0.5,0.27,0.37
34332,0.5,0.4,0.28
34333,0.5,0.35,0.08
34334,0.5,0.41,0.47
34335,0.5,0.12,0.08
34336,0.5,0.33,0.22
34337,0.5,0.4,0.42
34338,0.5,0.74,0.47
34339,0.5,0.2,0.19
34340,0.5,0.58,0.13
34341,0.5,0.4,0.23
34342,0.5,0.68,0.35
34343,0.5,0.16,0.11
34344,0.5,0.79,0.18
34345,0.5,0.08,0.05
34346,0.5,0.19,0.21
34347,0.5,0.41,0.1
34348,0.5,0.76,0.21
34349,0.5,0.79,0.53
34350,0.5,0.27,0.22
34351,0.5,0.22,0.2
34352,0.5,0.57,0.21
34353,0.5,0.19,0.12
34354,0.5,0.48,0.43
34355,0.5,0.56,0.22
34356,0.5,0.54,0.39
34357,0.5,0.82,0.57
34358,0.5,0.49,0.15
34359,0.5,0.08,0.02
34360,0.5,0.72,0.11
34361,0.5,0.52,0.27
34362,0.5,0.28,0.17
34363,0.5,0.72,0.56
34364,0.5,0.55,0.28
34365,0.5,0.61,0.53
34366,0.5,0.7,0.18
34367,0.5,0.16,0.25
34368,0.5,0.27,0.21
34369,0.5,0.71,0.34
34370,0.5,0.29,0.18
34371,0.5,0.59,0.25
34372,0.5,0.17,0.15
34373,0.5,0.42,0.15
34374,0.5,0.79,0.22
34375,0.5,0.47,0.06
34376,0.5,0.52,0.41
34377,0.5,0.55,0.24
34378,0.5,0.72,0.2
34379,0.5,0.49,0.19
34380,0.5,0.48,0.21
34381,0.5,0.73,0.21
34382,0.5,0.74,0.44
34383,0.5,0.38,0.05
34384,0.5,0.73,0.48
34385,0.5,0.81,0.21
34386,0.5,0.77,0.29
34387,0.5,0.1,0.01
34388,0.5,0.54,0.38
34389,0.5,0.55,0.32
34390,0.5,0.85,0.58
34391,0.5,0.42,0.24
34392,0.5,0.24,0.07
34393,0.5,0.6,0.21
34394,0.5,0.1,0.09
34395,0.5,0.26,0.19
34396,0.5,0.34,0.16
34397,0.5,0.13,0.12
34398,0.5,0.56,0.32
34399,0.5,0.37,0.19
34400,0.5,0.69,0.78
34401,0.5,0.25,0.26
34402,0.5,0.23,0.08
34403,0.5,0.24,0.08
34404,0.5,0.79,0.08
34405,0.5,0.29,0.21
34406,0.5,0.75,0.77
34407,0.5,0.47,0.41
34408,0.5,0.37,0.08
34409,0.5,0.44,0.08
34410,0.5,0.78,0.29
34411,0.5,0.22,0.15
34412,0.5,0.41,0.25
34413,0.5,0.16,0.14
34414,0.5,0.83,0.59
34415,0.5,0.21,0.1
34416,0.5,0.18,0.22
34417,0.5,0.63,0.07
34418,0.5,0.44,0.25
34419,0.5,0.43,0.08
34420,0.5,0.23,0.16
34421,0.5,0.49,0.18
34422,0.5,0.2,0.1
34423,0.5,0.39,0.15
34424,0.5,0.79,0.16
34425,0.5,0.11,0.06
34426,0.5,0.08,0.12
34427,0.5,0.8,0.68
34428,0.5,0.58,0.36
34429,0.5,0.44,0.19
34430,0.5,0.59,0.61
34431,0.5,0.56,0.08
34432,0.5,0.15,0.09
34433,0.5,0.71,0.51
34434,0.5,0.77,0.61
34435,0.5,0.73,0.47
34436,0.5,0.75,0.21
34437,0.5,0.11,0.03
34438,0.5,0.56,0.29
34439,0.5,0.21,0.1
34440,0.5,0.35,0.39
34441,0.5,0.21,0.12
34442,0.5,0.49,0.19
34443,0.5,0.22,0.12
34444,0.5,0.23,0.19
34445,0.5,0.08,0.09
34446,0.5,0.09,0.04
34447,0.5,0.57,0.23
34448,0.5,0.19,0.09
34449,0.5,0.27,0.1
34450,0.5,0.68,0.47
34451,0.5,0.29,0.22
34452,0.5,0.77,0.65
34453,0.5,0.75,0.18
34454,0.5,0.51,0.14
34455,0.5,0.24,0.17
34456,0.5,0.39,0.2
34457,0.5,0.71,0.39
34458,0.5,0.38,0.17
34459,0.5,0.37,0.16
34460,0.5,0.46,0.41
34461,0.5,0.21,0.09
34462,0.5,0.21,0.23
34463,0.5,0.71,0.41
34464,0.5,0.17,0.09
34465,0.5,0.2,0.1
34466,0.5,0.25,0.05
34467,0.5,0.82,0.57
34468,0.5,0.75,0.69
34469,0.5,0.51,0.27
34470,0.5,0.88,0.76
34471,0.5,0.13,0.08
34472,0.5,0.9,0.82
34473,0.5,0.3,0.16
34474,0.5,0.55,0.06
34475,0.5,0.28,0.1
34476,0.5,0.75,0.34
34477,0.5,0.4,0.24
34478,0.5,0.57,0.28
34479,0.5,0.12,0.11
34480,0.5,0.4,0.26
34481,0.5,0.76,0.46
34482,0.5,0.63,0.29
34483,0.5,0.69,0.57
34484,0.5,0.28,0.15
34485,0.5,0.63,0.22
34486,0.5,0.35,0.17
34487,0.5,0.15,0.15
34488,0.5,0.62,0.21
34489,0.5,0.12,0.19
34490,0.5,0.58,0.31
34491,0.5,0.61,0.17
34492,0.5,0.23,0.13
34493,0.5,0.58,0.14
34494,0.5,0.48,0.41
34495,0.5,0.53,0.17
34496,0.5,0.28,0.23
34497,0.5,0.78,0.41
34498,0.5,0.26,0.21
34499,0.5,0.51,0.29
34500,0.5,0.55,0.14
34501,0.5,0.71,0.48
34502,0.5,0.13,0.08
34503,0.5,0.33,0.09
34504,0.5,0.25,0.18
34505,0.5,0.11,0.13
34506,0.5,0.19,0.12
34507,0.5,0.13,0.09
34508,0.5,0.72,0.26
34509,0.5,0.51,0.44
34510,0.5,0.61,0.07
34511,0.5,0.3,0.24
34512,0.5,0.46,0.12
34513,0.5,0.8,0.4
34514,0.5,0.62,0.1
34515,0.5,0.41,0.19
34516,0.5,0.49,0.2
34517,0.5,0.42,0.36
34518,0.5,0.42,0.25
34519,0.5,0.32,0.16
34520,0.5,0.54,0.21
34521,0.5,0.74,0.38
34522,0.5,0.75,0.49
34523,0.5,0.35,0.29
34524,0.5,0.68,0.3
34525,0.5,0.14,0.12
34526,0.5,0.22,0.23
34527,0.5,0.25,0.22
34528,0.5,0.24,0.37
34529,0.5,0.57,0.26
34530,0.5,0.36,0.15
34531,0.5,0.41,0.22
34532,0.5,0.3,0.19
34533,0.5,0.76,0.12
34534,0.5,0.27,0.1
34535,0.5,0.35,0.2
34536,0.5,0.59,0.13
34537,0.5,0.26,0.11
34538,0.5,0.62,0.55
34539,0.5,0.19,0.12
34540,0.5,0.57,0.23
34541,0.5,0.54,0.29
34542,0.5,0.43,0.44
34543,0.5,0.3,0.22
34544,0.5,0.24,0.18
34545,0.5,0.78,0.52
34546,0.5,0.52,0.25
34547,0.5,0.84,0.11
34548,0.5,0.36,0.09
34549,0.5,0.22,0.11
34550,0.5,0.45,0.16
34551,0.5,0.68,0.49
34552,0.5,0.17,0.1
34553,0.5,0.74,0.57
34554,0.5,0.18,0.24
34555,0.5,0.23,0.14
34556,0.5,0.6,0.18
34557,0.5,0.72,0.69
34558,0.5,0.64,0.12
34559,0.5,0.11,0.15
34560,0.5,0.33,0.27
34561,0.5,0.25,0.21
34562,0.5,0.17,0.1
34563,0.5,0.4,0.22
34564,0.5,0.81,0.36
34565,0.5,0.53,0.19
34566,0.5,0.81,0.1
34567,0.5,0.24,0.24
34568,0.5,0.18,0.08
34569,0.5,0.66,0.26
34570,0.5,0.7,0.41
34571,0.5,0.71,0.53
34572,0.5,0.46,0.43
34573,0.5,0.14,0.11
34574,0.5,0.36,0.12
34575,0.5,0.6,0.24
34576,0.5,0.32,0.41
34577,0.5,0.81,0.34
34578,0.5,0.69,0.29
34579,0.5,0.35,0.16
34580,0.5,0.28,0.14
34581,0.5,0.2,0.03
34582,0.5,0.25,0.21
34583,0.5,0.81,0.23
34584,0.5,0.63,0.22
34585,0.5,0.28,0.1
34586,0.5,0.13,0.03
34587,0.5,0.81,0.59
34588,0.5,0.51,0.27
34589,0.5,0.79,0.62
34590,0.5,0.88,0.71
34591,0.5,0.22,0.11
34592,0.5,0.71,0.14
34593,0.5,0.37,0.26
34594,0.5,0.35,0.28
34595,0.5,0.28,0.25
34596,0.5,0.7,0.55
34597,0.5,0.25,0.16
34598,0.5,0.34,0.26
34599,0.5,0.7,0.34
34600,0.5,0.75,0.48
34601,0.5,0.41,0.24
34602,0.5,0.25,0.09
34603,0.5,0.25,0.13
34604,0.5,0.49,0.23
34605,0.5,0.62,0.47
34606,0.5,0.22,0.18
34607,0.5,0.71,0.18
34608,0.5,0.73,0.6
34609,0.5,0.42,0.08
34610,0.5,0.2,0.09
34611,0.5,0.29,0.09
34612,0.5,0.31,0.22
34613,0.5,0.24,0.19
34614,0.5,0.78,0.38
34615,0.5,0.11,0.06
34616,0.5,0.55,0.46
34617,0.5,0.06,0.03
34618,0.5,0.63,0.18
34619,0.5,0.28,0.1
34620,0.5,0.34,0.27
34621,0.5,0.56,0.21
34622,0.5,0.31,0.16
34623,0.5,0.87,0.84
34624,0.5,0.39,0.22
34625,0.5,0.76,0.61
34626,0.5,0.59,0.52
34627,0.5,0.23,0.16
34628,0.5,0.54,0.26
34629,0.5,0.07,0.16
34630,0.5,0.39,0.25
34631,0.5,0.75,0.18
34632,0.5,0.14,0.06
34633,0.5,0.44,0.26
34634,0.5,0.51,0.25
34635,0.5,0.21,0.12
34636,0.5,0.72,0.59
34637,0.5,0.28,0.12
34638,0.5,0.58,0.37
34639,0.5,0.19,0.06
34640,0.5,0.51,0.12
34641,0.5,0.15,0.14
34642,0.5,0.7,0.25
34643,0.5,0.78,0.58
34644,0.5,0.46,0.18
34645,0.5,0.25,0.18
34646,0.5,0.32,0.27
34647,0.5,0.66,0.73
34648,0.5,0.27,0.15
34649,0.5,0.16,0.05
34650,0.5,0.68,0.48
34651,0.5,0.5,0.31
34652,0.5,0.38,0.28
34653,0.5,0.8,0.66
34654,0.5,0.85,0.46
34655,0.5,0.43,0.25
34656,0.5,0.34,0.25
34657,0.5,0.71,0.45
34658,0.5,0.34,0.27
34659,0.5,0.44,0.15
34660,0.5,0.68,0.1
34661,0.5,0.28,0.19
34662,0.5,0.6,0.22
34663,0.5,0.62,0.44
34664,0.5,0.66,0.27
34665,0.5,0.29,0.27
34666,0.5,0.17,0.07
34667,0.5,0.16,0.14
34668,0.5,0.72,0.13
34669,0.5,0.51,0.1
34670,0.5,0.75,0.7
34671,0.5,0.73,0.12
34672,0.5,0.49,0.18
34673,0.5,0.67,0.43
34674,0.5,0.22,0.17
34675,0.5,0.76,0.75
34676,0.5,0.81,0.74
34677,0.5,0.27,0.11
34678,0.5,0.87,0.24
34679,0.5,0.6,0.5
34680,0.5,0.77,0.1
34681,0.5,0.04,0.04
34682,0.5,0.58,0.51
34683,0.5,0.65,0.4
34684,0.5,0.15,0.09
34685,0.5,0.36,0.09
34686,0.5,0.36,0.16
34687,0.5,0.62,0.2
34688,0.5,0.46,0.11
34689,0.5,0.61,0.45
34690,0.5,0.71,0.58
34691,0.5,0.52,0.14
34692,0.5,0.8,0.69
34693,0.5,0.18,0.23
34694,0.5,0.52,0.08
34695,0.5,0.18,0.09
34696,0.5,0.77,0.15
34697,0.5,0.2,0.2
34698,0.5,0.52,0.46
34699,0.5,0.28,0.09
34700,0.5,0.42,0.29
34701,0.5,0.33,0.11
34702,0.5,0.18,0.05
34703,0.5,0.06,0.04
34704,0.5,0.62,0.13
34705,0.5,0.89,0.24
34706,0.5,0.6,0.34
34707,0.5,0.07,0.12
34708,0.5,0.45,0.13
34709,0.5,0.17,0.13
34710,0.5,0.16,0.19
34711,0.5,0.78,0.65
34712,0.5,0.58,0.47
34713,0.5,0.29,0.22
34714,0.5,0.25,0.17
34715,0.5,0.37,0.1
34716,0.5,0.71,0.31
34717,0.5,0.48,0.08
34718,0.5,0.36,0.29
34719,0.5,0.51,0.21
34720,0.5,0.54,0.2
34721,0.5,0.14,0.05
34722,0.5,0.16,0.07
34723,0.5,0.16,0.13
34724,0.5,0.68,0.75
34725,0.5,0.81,0.46
34726,0.5,0.3,0.17
34727,0.5,0.71,0.15
34728,0.5,0.72,0.2
34729,0.5,0.77,0.76
34730,0.5,0.11,0.09
34731,0.5,0.11,0.12
34732,0.5,0.29,0.11
34733,0.5,0.72,0.36
34734,0.5,0.75,0.11
34735,0.5,0.67,0.1
34736,0.5,0.78,0.09
34737,0.5,0.24,0.13
34738,0.5,0.13,0.12
34739,0.5,0.13,0.07
34740,0.5,0.37,0.21
34741,0.5,0.24,0.18
34742,0.5,0.63,0.2
34743,0.5,0.17,0.13
34744,0.5,0.34,0.24
34745,0.5,0.43,0.07
34746,0.5,0.31,0.05
34747,0.5,0.35,0.13
34748,0.5,0.65,0.68
34749,0.5,0.19,0.24
34750,0.5,0.54,0.13
34751,0.5,0.56,0.36
34752,0.5,0.77,0.19
34753,0.5,0.76,0.43
34754,0.5,0.28,0.17
34755,0.5,0.82,0.61
34756,0.5,0.55,0.38
34757,0.5,0.37,0.17
34758,0.5,0.52,0.24
34759,0.5,0.53,0.21
34760,0.5,0.6,0.52
34761,0.5,0.09,0.05
34762,0.5,0.78,0.44
34763,0.5,0.67,0.73
34764,0.5,0.08,0.13
34765,0.5,0.43,0.07
34766,0.5,0.8,0.49
34767,0.5,0.54,0.32
34768,0.5,0.86,0.61
34769,0.5,0.54,0.2
34770,0.5,0.4,0.18
34771,0.5,0.75,0.18
34772,0.5,0.39,0.25
34773,0.5,0.84,0.19
34774,0.5,0.69,0.47
34775,0.5,0.36,0.26
34776,0.5,0.23,0.29
34777,0.5,0.12,0.13
34778,0.5,0.71,0.25
34779,0.5,0.28,0.26
34780,0.5,0.3,0.37
34781,0.5,0.76,0.19
34782,0.5,0.1,0.18
34783,0.5,0.4,0.25
34784,0.5,0.16,0.14
34785,0.5,0.4,0.15
34786,0.5,0.83,0.84
34787,0.5,0.56,0.1
34788,0.5,0.69,0.4
34789,0.5,0.56,0.11
34790,0.5,0.48,0.38
34791,0.5,0.17,0.08
34792,0.5,0.16,0.12
34793,0.5,0.54,0.64
34794,0.5,0.42,0.04
34795,0.5,0.56,0.06
34796,0.5,0.7,0.11
34797,0.5,0.35,0.15
34798,0.5,0.83,0.35
34799,0.5,0.61,0.57
34800,0.5,0.59,0.27
34801,0.5,0.35,0.18
34802,0.5,0.22,0.2
34803,0.5,0.61,0.56
34804,0.5,0.76,0.41
34805,0.5,0.26,0.15
34806,0.5,0.67,0.52
34807,0.5,0.66,0.21
34808,0.5,0.41,0.42
34809,0.5,0.29,0.22
34810,0.5,0.56,0.38
34811,0.5,0.56,0.08
34812,0.5,0.38,0.15
34813,0.5,0.12,0.04
34814,0.5,0.32,0.1
34815,0.5,0.58,0.64
34816,0.5,0.42,0.18
34817,0.5,0.21,0.2
34818,0.5,0.37,0.18
